5379.0,5379.0,5272.0,1. 49620,7920,7047,7162,18216
5386.0,5386.0,5279.0,1. 49801,7738,7048,7163,17798
5393.0,5393.0,5286.0,1. 499 :36,7548,7049,7163,17361
5400.0,5400.0,5293.0,1. 501 :1 8,8669,7050,7165,19939
5407.0,5407.0,5300.0,1.502<;)3,9660,7053,7168,22217
5414.0,5414.0,5307.0,1.504''45,9218,7055,7170,21202
5421. o,5421.0,5314.0,1. 50605,8732,7057,7172,20083
5428.0,5428.0,5321. o,1.50779,8062,7058,7173,18542
5435.0,5435.0,5328.0,1.509 ~ i5,7935,7059,7174,18250
5442.0,5442.0,5335.0,1.511.J4,7835,7060,7175,18021
5449.0,5449.0,5342.0,1. 513 1 4,7781,7061,7176,17895
5456.0,5456.0,5349.0,1.515111,7472,7061,7176,17186
5463.0,5463.0,5356.0,1.516115,7621,7062,7176,17528
5477.0,5477.0,5370.0,1.520 43,7985,7064,7178,18365
5484.0,5484.0,5377.0,1.522 i 5,8111,7065,7179,18656
5491. o,5491.0,5384.0,1. 523 f~9,8059,7066,7180,18536
5498.0,5498.0,5391. o,1.52560,8187,7067,7181,18831
5505.0,5505.0,5398.0,1. 527 38,7883,7068,7182,18131
5512.0,5512.0,5405.0,1.529 04,8398,7070,7184,19314
5519.0,5519.0,5412.0,1. 530 '74,8276,7071,7185,19035
5526.0,5526.0,5419.0,1. 53238,8494,7073,7187,19535
5533.0,5533.0,5426.0,1. 53397,8808,7074,7188,20259
5540.0,5540.0,5433.0,1. 53552,8512,7076,7190,19578
5547.0,5547.0,5440.0,1.53734,8145,7077,7191,18734
5554.0,5554.0,5447.0,1.53889,8991,7079,7193,20679
5561. o,5561. o,5454.0,1. 54067,7888,7080,7194,18142
5568.0,5568.0,5461. o,1. 542 .-~9,8131,7081,7195,18702
5575.0,5575.0,5468.0,1.54389,9343,7083,7198,21489
5582.0,5582.0,5475.0,1.54518,8818,7085,7199,20282
5589.0,5589.0,5482.0,1.547J2,9060,7087,7201,20839
5596.0,5596.0,5489.0,1. 548 58,8462,7089,7203,19463
5603.0,5603.0,5496.0,1. 5501 4,9585,7091,7206,22046
5610.0,5610.0,5503.0,1. 5511;3,9365,7093,7208,21538
5617.0,5617.0,5510.0,1. 553 16,9146,7095,7210,21037
5624.0,5624.0,5517.0,1. 554 58,9856,7098,7213,22668
5631. o,5631.0,5524.0,1. 556 07,9405,7100,7215,21632
5638.0,5638.0,5531.0,1.557 51,9711,7102,7218,22334
5645.0,5645.0,5538.0,1. 558 ~ 9,9482,7105,7221,21808
5652.0,5652.0,5545.0,1.56035,10301,7107,7224,23692
5659.0,5659.0,5552.0,1.561 ~'8,9767,7110,7227,22464
5666.0,5666.0,5559.0,1.563 ?3,9673,7112,7229,22248
5673.0,5673.0,5566.0,1.56475,9225,7114,7231,21219
5680.0,5680.0,5573.0,1.566J2,8919,7116,7233,20513
5687.0,5687.0,5580.0,1. 567'J3,8695,7118,7235,19998
5694.0,5694.0,5587.0,1.569 ~ 4,8665,7119,7237,19929
5701.0,5701. o,5594.0,1.511 i o,8447,7121,7238,19428
